distance_remaining,current_speed,current_delay,dwell_time,historical_travel_time,congestion,weather,remaining_time
190.39735882944444,38.513292883861965,15.702341024154357,6.72702994208898,290.27798035896046,0.3936355202774421,0.648256954077822,319.604971154997
475.6035816729085,74.1900947378358,14.818727944319988,7.966813971913723,404.6618413569933,0.4734356593750214,0.17238636210516622,405.0235688685184
367.33700119664553,107.29458358764083,54.3752748312622,2.50467898792499,382.4788555971779,0.8545473932021803,0.8723945633548149,238.3270927616572
301.3359496775331,93.22248864095612,14.972771990970365,6.248740996069989,85.4109532999491,0.34000438605989214,0.6131162390692415,205.27937972160117
82.22922701900607,100.65611478614497,16.31698356771786,5.717459831437487,83.13224017332222,0.8696496848121713,0.15720388355695425,67.65683387300908
82.21728756642031,85.87833667107174,45.56389574507782,8.32830376788271,141.40544019500751,0.08813443097669149,0.9623380574812068,82.91317158006045
33.751388023258734,89.22765645178525,26.9843905470324,9.060870604812605,186.92661590710824,0.7767984372086307,0.5183654633353206,55.92417154864375
433.7571921585929,104.91956515653193,46.60263341731087,0.12156771477386807,210.14323489015646,0.8475476330547363,0.072898451871655,272.46235035676636
302.5519308128884,44.966800885918595,3.9219694538631145,6.740199190587926,343.0516362483392,0.18181765283733875,0.6268329044150672,412.96094933591064
355.49592600904253,68.94249636431405,29.25427162040306,0.5183579911972902,37.77341176125935,0.43034653237220044,0.2531989070128102,324.3492079451319
15.189324676422212,42.120944181960226,2.016816010996958,5.488586650773559,26.98962507077253,0.16549977466365562,0.8036934518773025,41.098660557737205
485.1053768201872,118.7668007996647,3.7591922073212714,2.876327290436782,202.03617584251543,0.7066041289942178,0.8178220735661906,266.47962267762836
417.05910719620874,114.40593396866133,54.386247200664656,3.067765995221412,351.6102091476104,0.5353477680616567,0.9789473558546619,253.49914070182714
110.1078597857467,23.942681136850588,8.35472226705571,3.5295850345235658,104.78331804867646,0.635323346708321,0.5018695310245037,294.198373191516
95.00335876751481,90.55751725156884,31.945240936513027,6.212924490496102,324.33719581556335,0.19648696695621115,0.45495687972773713,89.5928566312744
95.78523237744974,112.52483174156659,24.665736156042392,3.340499656687692,137.31578759074674,0.21174586205241952,0.7534756054464806,67.1092398648422
155.5999102649712,38.057534512733355,20.84059957553056,7.326990505902804,444.18219331862304,0.04149732550990637,0.13247065634192656,263.75303229362504
264.75443365795775,76.79452305526294,53.99000074123635,4.045273855738697,448.8880726906421,0.3220675351957297,0.5469155137931242,236.426439782615
218.81278422784732,111.54882975880419,1.30940380652937,0.6835320030995862,155.67073009784997,0.559744661333675,0.5462476001308509,131.48638299938517
